Character,Game,Relation,Role
Bowser Jr.,Mario Sports Superstars,CHARACTER_IN,Playable character
Bowser Jr.,Mario Kart 8 Deluxe,CHARACTER_IN,Playable character
Bowser Jr.,Minecraft: Nintendo Switch Edition,CHARACTER_IN,Playable skin in the Super Mario Mash-Up Pack
Bowser Jr.,Mario + Rabbids Kingdom Battle,CHARACTER_IN,Main antagonist/boss
Bowser Jr.,Mario & Luigi: Superstar Saga + Bowser's Minions,CHARACTER_IN,Unlockable Ally in the Minion Quest mode
Bowser Jr.,Mario Party: The Top 100,CHARACTER_IN,Non-playable character
Bowser Jr.,Minecraft: New Nintendo 3DS Edition,CHARACTER_IN,Playable skin in the Super Mario Mash-Up Pack
Bowser Jr.,Minecraft: Bedrock Edition,CHARACTER_IN,Playable skin in the Super Mario Mash-Up Pack
Bowser Jr.,Mario Tennis Aces,CHARACTER_IN,Playable character
Bowser Jr.,Super Mario Party,CHARACTER_IN,Playable character
Bowser Jr.,Super Smash Bros. Ultimate,CHARACTER_IN,Unlockable playable character
Bowser Jr.,Mario & Luigi: Bowser's Inside Story + Bowser Jr.'s Journey,CHARACTER_IN,Main protagonist/Playable character in Bowser Jr.'s Journey mode
Bowser Jr.,New Super Mario Bros. U Deluxe,CHARACTER_IN,Secondary antagonist/Boss
Bowser Jr.,Super Mario Maker 2,CHARACTER_IN,Enemy
Bowser Jr.,Dr. Mario World,CHARACTER_IN,Unlockable playable character
Bowser Jr.,Mario Kart Tour,CHARACTER_IN,Unlockable playable character
Bowser Jr.,Mario & Sonic at the Olympic Games Tokyo 2020,CHARACTER_IN,Playable character
Bowser Jr.,Paper Mario: The Origami King,CHARACTER_IN,Ally
Bowser Jr.,Super Mario 3D All-Stars,CHARACTER_IN,"Main antagonist/Non-playable character in Super Mario Sunshine, Secondary antagonist/Boss in Super Mario Galaxy"
Bowser Jr.,Mario Kart Live: Home Circuit,CHARACTER_IN,Non-playable character
Bowser Jr.,Super Mario 3D World + Bowser's Fury,CHARACTER_IN,Ally/Playable character in Bowser's Fury mode
Bowser Jr.,Mario Golf: Super Rush,CHARACTER_IN,Playable character
Bowser Jr.,Mario Party Superstars,CHARACTER_IN,Non-playable character
Bowser Jr.,Mario Strikers: Battle League,CHARACTER_IN,Playable character
Bowser Jr.,Super Mario Bros. Wonder,CHARACTER_IN,Secondary antagonist/Boss
Bowser Jr.,Super Mario Party Jamboree,CHARACTER_IN,Playable character
Bowser Jr.,Mario & Luigi: Brothership,CHARACTER_IN,Non-playable character
Bowser,Super Mario Bros.,CHARACTER_IN,"Main antagonist, final boss"
Bowser,VS. Super Mario Bros.,CHARACTER_IN,"Main antagonist, final boss"
Bowser,Super Mario Bros.: The Lost Levels,CHARACTER_IN,"Main antagonist, final boss"
Bowser,Super Mario Bros. Special,CHARACTER_IN,"Main antagonist, final boss"
Bowser,All Night Nippon: Super Mario Bros.,CHARACTER_IN,"Main antagonist, final boss"
Bowser,Super Mario Bros.,CHARACTER_IN,"Main antagonist, Boss"
Bowser,I am a teacher: Super Mario Sweater,CHARACTER_IN,Cameo on graphics
Bowser,Super Mario Bros. 3,CHARACTER_IN,"Main antagonist, final boss"
Bowser,Super Mario Bros.,CHARACTER_IN,Boss
Bowser,Super Mario World,CHARACTER_IN,"Main antagonist, final boss"
Bowser,Super Mario Bros. 3,CHARACTER_IN,Boss
Bowser,Super Mario World,CHARACTER_IN,Boss
Bowser,Mario Roulette,CHARACTER_IN,Cameo as icon
Bowser,Mario Teaches Typing,CHARACTER_IN,Cameo in images
Bowser,Super Mario Bros. & Friends: When I Grow Up,CHARACTER_IN,Cameo in images
Bowser,Super Mario Kart,CHARACTER_IN,Playable character
Bowser,Mario is Missing!,CHARACTER_IN,"Main antagonist, final boss"
Bowser,Mario is Missing!,CHARACTER_IN,"Main antagonist, final boss"
Bowser,Mario is Missing!,CHARACTER_IN,"Main antagonist, final boss"
Bowser,Mario Undōkai,CHARACTER_IN,Opponent
Bowser,Super Mario All-Stars,CHARACTER_IN,Main antagonist and Final boss in all games
Bowser,Super Mario All-Stars + Super Mario World,CHARACTER_IN,Main antagonist and final boss in all games
Bowser,Yoshi's Safari,CHARACTER_IN,"Main antagonist, final boss"
Bowser,Mario's Time Machine,CHARACTER_IN,"Main antagonist, final boss"
Bowser,Mario's Time Machine,CHARACTER_IN,"Main antagonist, final boss"
Bowser,Mario's Time Machine,CHARACTER_IN,"Main antagonist, final boss"
Bowser,Mario's Early Years! Fun with Numbers,CHARACTER_IN,Cameo on images
Bowser,Mario's Early Years! Fun with Letters,CHARACTER_IN,Cameo on images
Bowser,Mario's Early Years! Preschool Fun,CHARACTER_IN,Cameo on images
Bowser,Hotel Mario,CHARACTER_IN,"Main antagonist, final boss"
Bowser,Mario's Game Gallery,CHARACTER_IN,Cameo on card designs
Bowser,Mario Clash,CHARACTER_IN,Cameo as a border design
Bowser,Super Mario RPG: Legend of the Seven Stars,CHARACTER_IN,Playable character/boss
Bowser,Super Mario 64,CHARACTER_IN,"Main antagonist, final boss"
Bowser,Mario Teaches Typing 2,CHARACTER_IN,Cameo in graphics
Bowser,Mario Kart 64,CHARACTER_IN,Playable character
Bowser,Mario Net Quest,CHARACTER_IN,Enemy
Bowser,Wrecking Crew '98,CHARACTER_IN,"Main antagonist, final boss"
Bowser,Mario's FUNdamentals,CHARACTER_IN,Cameo in card designs
Bowser,Mario Party,CHARACTER_IN,Non-playable character
Bowser,Super Mario Bros. Deluxe,CHARACTER_IN,"Main antagonist, final boss"
Bowser,Mario Golf,CHARACTER_IN,Playable Character
Bowser,Mario Golf,CHARACTER_IN,Non-playable character
Bowser,Mario Party 2,CHARACTER_IN,Non-playable character
Bowser,Mario Artist: Paint Studio,CHARACTER_IN,Cameo as stamp design
Bowser,Paper Mario,CHARACTER_IN,"Main antagonist, final boss"
Bowser,Mario Tennis,CHARACTER_IN,Playable character
Bowser,Mario Tennis,CHARACTER_IN,Unlockable playable character
Bowser,Mario Party 3,CHARACTER_IN,Non-playable character
Bowser,Mario Kart: Super Circuit,CHARACTER_IN,Playable character
Bowser,Super Mario World: Super Mario Advance 2,CHARACTER_IN,"Main antagonist, final boss"
Bowser,Super Mario Sunshine,CHARACTER_IN,"Overarching antagonist, final boss"
Bowser,Mario Party 4,CHARACTER_IN,"Main antagonist, non-playable character, final boss"
Bowser,Mario Party-e,CHARACTER_IN,Cameo on card designs and minigames
Bowser,Super Mario Fushigi no Janjan Land,CHARACTER_IN,
Bowser,Nintendo Puzzle Collection,CHARACTER_IN,Main antagonist/Final boss in Yoshi's Cookie remake
Bowser,Super Mario Advance 4: Super Mario Bros. 3,CHARACTER_IN,"Main antagonist, final boss"
Bowser,Mario Golf: Toadstool Tour,CHARACTER_IN,Playable character
Bowser,Mario Kart: Double Dash!!,CHARACTER_IN,Playable character
Bowser,Mario Party 5,CHARACTER_IN,"Main antagonist, non-playable character, final boss"
Bowser,Mario & Luigi: Superstar Saga,CHARACTER_IN,Boss
Bowser,Mario Golf: Advance Tour,CHARACTER_IN,Unlockable playable character
Bowser,Paper Mario: The Thousand-Year Door,CHARACTER_IN,"Minor antagonist, Playable character, boss"
Bowser,Mario Pinball Land,CHARACTER_IN,"Main antagonist, final boss"
Bowser,Super Mario Advance 4: Super Mario Bros. 3,CHARACTER_IN,Final boss
Bowser,Super Mario Fushigi no Korokoro Party,CHARACTER_IN,
Bowser,Mario Power Tennis,CHARACTER_IN,Playable character
Bowser,Mario Party 6,CHARACTER_IN,Non-playable character
Bowser,Super Mario 64 DS,CHARACTER_IN,"Main antagonist, final boss"
Bowser,Mario Party Advance,CHARACTER_IN,"Main antagonist, non-playable character"
Bowser,Dance Dance Revolution: Mario Mix,CHARACTER_IN,Final boss/opponent
Bowser,Mario Tennis: Power Tour,CHARACTER_IN,Playable character
Bowser,Super Mario Fushigi no Korokoro Party 2,CHARACTER_IN,
Bowser,Mario Kart Arcade GP,CHARACTER_IN,Playable character/boss
Bowser,Super Princess Peach,CHARACTER_IN,"Main antagonist, final boss"
Bowser,Mario Party 7,CHARACTER_IN,"Main antagonist, non-playable character, final boss"
Bowser,Mario Superstar Baseball,CHARACTER_IN,Playable character
Bowser,Mario Kart DS,CHARACTER_IN,Playable character
Bowser,Super Mario Strikers,CHARACTER_IN,Non-playable character
Bowser,Mario & Luigi: Partners in Time,CHARACTER_IN,Boss
Bowser,New Super Mario Bros.,CHARACTER_IN,"Overaching antagonist, final boss"
Bowser,Mario Hoops 3-on-3,CHARACTER_IN,Unlockable playable character
Bowser,Mario Kart Arcade GP 2,CHARACTER_IN,Playable character/boss
Bowser,Super Paper Mario,CHARACTER_IN,Playable character/boss
Bowser,Mario Strikers Charged,CHARACTER_IN,Playable character
Bowser,Mario Party 8,CHARACTER_IN,"Non-playable character, final boss"
Bowser,Super Mario Galaxy,CHARACTER_IN,"Main antagonist, final boss"
Bowser,Mario Party DS,CHARACTER_IN,"Main antagonist, non-playable character, final boss"
Bowser,Mario & Sonic at the Olympic Games,CHARACTER_IN,Playable character
Bowser,Mario & Sonic at the Olympic Games,CHARACTER_IN,Playable character
Bowser,Mario Kart Wii,CHARACTER_IN,Playable character
Bowser,Mario Super Sluggers,CHARACTER_IN,Playable character
Bowser,New Play Control! Mario Power Tennis,CHARACTER_IN,Playable character
Bowser,Mario Party Fushigi no Korokoro Catcher,CHARACTER_IN,
Bowser,Mario & Luigi: Bowser's Inside Story,CHARACTER_IN,Playable character/boss
Bowser,Mario & Sonic at the Olympic Winter Games,CHARACTER_IN,Playable character
Bowser,New Super Mario Bros. Wii,CHARACTER_IN,Final boss
Bowser,Super Mario Galaxy 2,CHARACTER_IN,Main antagonist/final boss
Bowser,Super Mario All-Stars Limited Edition,CHARACTER_IN,Main antagonist and final boss in all games
Bowser,Super Mario 3D Land,CHARACTER_IN,"Main antagonist, final boss"
Bowser,Mario & Sonic at the London 2012 Olympic Games,CHARACTER_IN,Playable character
Bowser,Mario Kart 7,CHARACTER_IN,Playable character
Bowser,Mario & Sonic at the London 2012 Olympic Games,CHARACTER_IN,Playable character
Bowser,Mario Party 9,CHARACTER_IN,"Main antagonist, non-playable character, final boss"
Bowser,Mario Tennis Open,CHARACTER_IN,Playable character
Bowser,New Super Mario Bros. 2,CHARACTER_IN,Final boss
Bowser,Paper Mario: Sticker Star,CHARACTER_IN,"Main antagonist, final boss"
Bowser,New Super Mario Bros. U,CHARACTER_IN,"Main antagonist, final boss"
Bowser,New Super Luigi U,CHARACTER_IN,"Main antagonist, final boss"
Bowser,Mario & Luigi: Dream Team,CHARACTER_IN,"True main antagonist, final boss"
Bowser,Mario Kart Arcade GP DX,CHARACTER_IN,Playable character
Bowser,New Super Mario Bros. U + New Super Luigi U,CHARACTER_IN,Main antagonist and final boss in both games
Bowser,Mario & Sonic at the Sochi 2014 Olympic Winter Games,CHARACTER_IN,Playable character
Bowser,Super Mario 3D World,CHARACTER_IN,"Main antagonist, final boss"
Bowser,Mario Party: Island Tour,CHARACTER_IN,"Main antagonist, Non-playable character, final boss"
Bowser,Yoshi's New Island,CHARACTER_IN,Hidden final boss
Bowser,Mario Golf: World Tour,CHARACTER_IN,Playable character
Bowser,Mario Kart 8,CHARACTER_IN,Playable character
Bowser,Super Smash Bros. for Nintendo 3DS,CHARACTER_IN,Playable character
Bowser,Super Smash Bros. for Wii U,CHARACTER_IN,Playable character
Bowser,Mario Party 10,CHARACTER_IN,"Playable character in Bowser Party mode, final boss in Mario Party mode"
Bowser,Puzzle & Dragons: Super Mario Bros. Edition,CHARACTER_IN,"Main antagonist, final boss"
Bowser,Super Mario Maker,CHARACTER_IN,Enemy
Bowser,Skylanders: SuperChargers,CHARACTER_IN,Playable character
Bowser,Mario Tennis: Ultra Smash,CHARACTER_IN,Playable character
Bowser,Mario & Luigi: Paper Jam,CHARACTER_IN,"Co-main antagonist, final boss"
Bowser,Mario & Sonic at the Rio 2016 Olympic Games,CHARACTER_IN,Playable character
Bowser,Minecraft: Wii U Edition,CHARACTER_IN,Skin
Bowser,Paper Mario: Color Splash,CHARACTER_IN,"Main antagonist, final boss"
Bowser,Mario Party: Star Rush,CHARACTER_IN,"Main antagonist, non-playable character, boss"
Bowser,Super Mario Maker for Nintendo 3DS,CHARACTER_IN,Enemy
Bowser,Super Mario Run,CHARACTER_IN,"Main antagonist, final boss"
Bowser,Skylanders: Imaginators,CHARACTER_IN,Playable character
Bowser,Mario Sports Superstars,CHARACTER_IN,Playable character
Bowser,Mario Kart 8 Deluxe,CHARACTER_IN,Playable character
Bowser,Minecraft: Nintendo Switch Edition,CHARACTER_IN,Skin
Bowser,Mario + Rabbids Kingdom Battle,CHARACTER_IN,Final boss
Bowser,Mario & Luigi: Superstar Saga + Bowser's Minions,CHARACTER_IN,Boss
Bowser,Super Mario Odyssey,CHARACTER_IN,"Main antagonist, final boss"
Bowser,Mario Party: The Top 100,CHARACTER_IN,Non-playable character
Bowser,Minecraft: New Nintendo 3DS Edition,CHARACTER_IN,Skin
Bowser,Minecraft: Bedrock Edition,CHARACTER_IN,Skin
Bowser,Mario Tennis Aces,CHARACTER_IN,Playable character
Bowser,Super Mario Party,CHARACTER_IN,Playable character
Bowser,Super Smash Bros. Ultimate,CHARACTER_IN,Playable character
Bowser,Mario & Luigi: Bowser's Inside Story + Bowser Jr.'s Journey,CHARACTER_IN,Playable character/boss
Bowser,New Super Mario Bros. U Deluxe,CHARACTER_IN,"Main antagonist, final boss"
Bowser,Super Mario Maker 2,CHARACTER_IN,Enemy
Bowser,Dr. Mario World,CHARACTER_IN,Playable character
Bowser,Mario Kart Tour,CHARACTER_IN,Playable character
Bowser,Mario & Sonic at the Olympic Games Tokyo 2020,CHARACTER_IN,Playable character
Bowser,Paper Mario: The Origami King,CHARACTER_IN,Ally
Bowser,Tetris 99,CHARACTER_IN,Cameo
Bowser,Super Mario 3D All-Stars,CHARACTER_IN,Main antagonist and final boss in all games
Bowser,Super Mario 3D World + Bowser's Fury,CHARACTER_IN,"Main antagonist, final boss"
Bowser,Mario Golf: Super Rush,CHARACTER_IN,Playable character
Bowser,Mario + Rabbids Sparks of Hope,CHARACTER_IN,Playable character
Bowser,Super Mario Bros. Wonder,CHARACTER_IN,"Main antagonist, final boss"
Bowser,Super Mario RPG,CHARACTER_IN,"Playable character, boss"
Bowser,Paper Mario: The Thousand-Year Door,CHARACTER_IN,"Minor antagonist, Playable character, boss"
Bowser,Super Mario Party Jamboree,CHARACTER_IN,Playable character
Bowser,Mario & Luigi: Brothership,CHARACTER_IN,Boss
Bubbles,VS. Pinball,CHARACTER_IN,Cameo in international version
Bubbles,Super Smash Bros. Melee,CHARACTER_IN,Cameo as trophy
Bubbles,WarioWare: Twisted!,CHARACTER_IN,Cameo in microgame
Bubbles,DK: King of Swing,CHARACTER_IN,Unlockable playable character
Bubbles,WarioWare: Smooth Moves,CHARACTER_IN,Cameo in microgame
Bubbles,WarioWare: D.I.Y.,CHARACTER_IN,Character stamp
Bubbles,WarioWare: D.I.Y. Showcase,CHARACTER_IN,Cameo in microgame
Bubbles,Super Mario Maker ( version 1.40 ),CHARACTER_IN,Unlockable costume for Costume Mario
Bubbles,Super Smash Bros. Ultimate,CHARACTER_IN,Cameo as spirit
Cappy,Super Mario Run,CHARACTER_IN,Cameo as a statue
Cappy,Super Mario Odyssey,CHARACTER_IN,Playable character
Cappy,Taiko no Tatsujin Blue ver.,CHARACTER_IN,Cameo as an outfit
Cappy,Animal Crossing: Pocket Camp,CHARACTER_IN,Cameo as headgear item
Cappy,Super Smash Bros. Ultimate,CHARACTER_IN,Non-playable character
Cappy,Ring Fit Adventure,CHARACTER_IN,"Cameo on the ""Jump Up, Super Star!"" cover"
Cappy,Animal Crossing: Pocket Camp Complete,CHARACTER_IN,Cameo as headgear item
Candy Kong,Donkey Kong Country,CHARACTER_IN,Non-playable character
Candy Kong,Donkey Kong 64,CHARACTER_IN,Non-playable character
Candy Kong,Picross NP Vol. 8,CHARACTER_IN,Cameo
Candy Kong,Donkey Kong Country (remake),CHARACTER_IN,Non-playable character
Candy Kong,Diddy Kong Pilot,CHARACTER_IN,Playable character
Candy Kong,Donkey Kong Country (remake),CHARACTER_IN,Non-playable character
Candy Kong,Donkey Kong Country 2 (remake),CHARACTER_IN,Cameo in Swanky's Bonus Bonanza
Candy Kong,DK: King of Swing,CHARACTER_IN,Non-playable character
Candy Kong,Donkey Kong Country 3 (remake),CHARACTER_IN,Cameo in Funky's Rentals mini-game
Candy Kong,Donkey Kong Barrel Blast,CHARACTER_IN,Non-playable character
Candy Kong,DK: Jungle Climber,CHARACTER_IN,Non-playable character
Candy Kong,Super Smash Bros. Brawl,CHARACTER_IN,Cameo as trophy
Candy Kong,Super Smash Bros. for Nintendo 3DS / Wii U,CHARACTER_IN,Cameo as trophy
Candy Kong,Super Smash Bros. Ultimate,CHARACTER_IN,Cameo as spirit
Captain Syrup,Wario Land: Super Mario Land 3,CHARACTER_IN,Non-playable character
Captain Syrup,Wario Land II,CHARACTER_IN,Non-playable character
Captain Syrup,Picross NP,CHARACTER_IN,Cameo
Captain Syrup,Wario Land: Shake It!,CHARACTER_IN,Non-playable character
Captain Syrup,Super Smash Bros. Ultimate,CHARACTER_IN,Cameo as a spirit
Captain Syrup,Animal Crossing: New Horizons,CHARACTER_IN,Mentioned
Captain Toad,Super Mario Galaxy,CHARACTER_IN,Non-playable character
Captain Toad,Super Mario Galaxy 2,CHARACTER_IN,Non-playable character
Captain Toad,Super Mario 3D World,CHARACTER_IN,Playable character
Captain Toad,Captain Toad: Treasure Tracker,CHARACTER_IN,Playable character
Captain Toad,Super Smash Bros. for Wii U,CHARACTER_IN,Trophy
Captain Toad,Mario & Luigi: Paper Jam,CHARACTER_IN,Cameo on Battle Cards
Captain Toad,Super Mario Maker,CHARACTER_IN,Playable character ( Costume Mario )
Captain Toad,Minecraft: Wii U Edition,CHARACTER_IN,Playable skin in the Super Mario Mash-Up Pack
Captain Toad,Minecraft: Nintendo Switch Edition,CHARACTER_IN,Playable skin in the Super Mario Mash-Up Pack
Captain Toad,Super Mario Odyssey,CHARACTER_IN,Non-playable character
Captain Toad,Minecraft: New Nintendo 3DS Edition,CHARACTER_IN,Playable skin in the Super Mario Mash-Up Pack
Captain Toad,Minecraft: Bedrock Edition,CHARACTER_IN,Playable skin in the Super Mario Mash-Up Pack
Captain Toad,Captain Toad: Treasure Tracker,CHARACTER_IN,Playable character
Captain Toad,Super Smash Bros. Ultimate,CHARACTER_IN,"Non-playable character, spirit"
Captain Toad,Super Mario Maker 2,CHARACTER_IN,"Cameo as ""Legendary Explorer"""
Captain Toad,Mario Kart Tour,CHARACTER_IN,Unlockable playable character
Captain Toad,Super Mario 3D All-Stars,CHARACTER_IN,Non-playable character
Captain Toad,Super Mario 3D World + Bowser's Fury,CHARACTER_IN,Playable character
Captain Toad,WarioWare: Get It Together!,CHARACTER_IN,Cameo in microgame
Captain Toad,Super Mario Bros. Wonder,CHARACTER_IN,Non-playable character
Chunky Kong,Donkey Kong 64,CHARACTER_IN,Unlockable Playable Character
Chunky Kong,Donkey Kong Country 3 (remake),CHARACTER_IN,Cameo in minigame
Chunky Kong,Super Smash Bros. Brawl,CHARACTER_IN,Cameo as a Sticker
Chunky Kong,Super Smash Bros. Ultimate,CHARACTER_IN,Cameo as a Spirit
Cranky Kong,Donkey Kong Country,CHARACTER_IN,Non-Playable Character
Cranky Kong,Donkey Kong Land,CHARACTER_IN,Mentioned in plotline found in the instruction booklet
Cranky Kong,Donkey Kong Country 2: Diddy's Kong Quest,CHARACTER_IN,Non-Playable Character
Cranky Kong,Donkey Kong Country 3: Dixie Kong's Double Trouble!,CHARACTER_IN,Opponent in minigame
Cranky Kong,Donkey Kong Land III,CHARACTER_IN,Cameo in Wrinkly's Save Cave
Cranky Kong,Donkey Kong 64,CHARACTER_IN,Non-Playable Character
Cranky Kong,Picross NP Vol. 8,CHARACTER_IN,Cameo
Cranky Kong,Donkey Kong Country,CHARACTER_IN,Non-Playable Character
Cranky Kong,Super Smash Bros. Melee,CHARACTER_IN,Cameo walking around in the hut in Jungle Japes
Cranky Kong,Donkey Kong Country,CHARACTER_IN,Non-Playable Character
Cranky Kong,Donkey Konga,CHARACTER_IN,Non-Playable Character
Cranky Kong,Donkey Konga 2,CHARACTER_IN,Non-Playable Character
Cranky Kong,Donkey Kong Country 2,CHARACTER_IN,Non-Playable Character
Cranky Kong,DK: King of Swing,CHARACTER_IN,Non-Playable Character
Cranky Kong,Donkey Konga 3 JP,CHARACTER_IN,Non-Playable Character
Cranky Kong,Donkey Kong Country 3,CHARACTER_IN,Playable Character in minigame
Cranky Kong,Donkey Kong Barrel Blast,CHARACTER_IN,Unlockable Playable Character
Cranky Kong,DK: Jungle Climber,CHARACTER_IN,Non-Playable Character
Cranky Kong,Super Smash Bros. Brawl,CHARACTER_IN,"Cameo as a trophy and sticker, as well as an appearance in Jungle Japes"
Cranky Kong,Donkey Kong Country Returns,CHARACTER_IN,Non-Playable Character
Cranky Kong,Donkey Kong Country Returns 3D,CHARACTER_IN,Non-Playable Character
Cranky Kong,Donkey Kong Country: Tropical Freeze,CHARACTER_IN,Playable Character
Cranky Kong,Super Smash Bros. for Nintendo 3DS / Wii U,CHARACTER_IN,"Cameo as trophy, as well as an appearance in Jungle Japes in the Nintendo 3DS version"
Cranky Kong,Donkey Kong Country: Tropical Freeze,CHARACTER_IN,Playable Character
